venda,ano,marca,modelo,condicao,combustivel,odometro,status,cambio,tamanho,tipo,cor
9200,2009,acura,tl,excelente,gasolina,138150,sucata,automatico,medio,sedan,prata
9300,2010,acura,tl,excelente,gasolina,119000,sucata,automatico,compacto,sedan,prata
9477,2005,acura,tl,excelente,gasolina,62000,sucata,automatico,medio,sedan,vermelho
9500,2013,acura,tl,excelente,gasolina,112000,sucata,automatico,medio,sedan,prata
9500,2013,acura,tl,bom,gasolina,65000,sucata,automatico,grande,sedan,branco
9750,2009,acura,tl,excelente,gasolina,100500,sucata,automatico,grande,sedan,fantasia
9750,2007,acura,tl,excelente,gasolina,136750,sucata,automatico,medio,sedan,preto
9795,2010,acura,tl,desconhecido,gasolina,148665,sucata,automatico,medio,sedan,branco
9850,2010,acura,tl,seminovo,gasolina,175000,sucata,automatico,grande,sedan,cinza
9900,2012,acura,tl,excelente,gasolina,127000,sucata,automatico,grande,sedan,cinza
9900,2011,acura,tl,seminovo,gasolina,110000,sucata,automatico,medio,sedan,prata
10495,2008,acura,tl,excelente,gasolina,90000,alienado,automatico,medio,sedan,branco
10500,2012,acura,tl,excelente,gasolina,111000,alienado,outro,grande,sedan,cinza
10787,2012,acura,tl,excelente,gasolina,124287,alienado,automatico,medio,sedan,prata
10900,2011,acura,tl,excelente,gasolina,116236,alienado,automatico,compacto,sedan,prata
10998,2012,acura,tl,excelente,gasolina,99866,alienado,automatico,medio,sedan,prata
10998,2012,acura,tl,excelente,gasolina,99866,alienado,automatico,medio,sedan,prata
10998,2012,acura,tl,excelente,gasolina,99866,alienado,automatico,grande,sedan,prata
11000,2012,acura,tl,bom,gasolina,91600,alienado,manual,compacto,sedan,vermelho
11409,2013,acura,tl,desconhecido,gasolina,120058,alienado,automatico,medio,sedan,preto
11500,2012,acura,tl,excelente,gasolina,125000,alienado,automatico,grande,sedan,prata
11995,2012,acura,tl,seminovo,gasolina,97234,alienado,automatico,medio,sedan,cinza
11998,2013,acura,tl,desconhecido,gasolina,115765,alienado,automatico,medio,sedan,preto
12900,2012,acura,tl,bom,gasolina,53454,alienado,automatico,grande,sedan,cinza
12900,2012,acura,tl,bom,gasolina,53454,alienado,automatico,grande,sedan,cinza
12900,2012,acura,tl,bom,gasolina,53454,alienado,automatico,grande,sedan,cinza
12900,2012,acura,tl,bom,gasolina,53454,alienado,automatico,grande,sedan,cinza
12995,2013,acura,tl,excelente,gasolina,96000,alienado,automatico,medio,sedan,branco
12999,2012,acura,tl,excelente,gasolina,120865,alienado,automatico,medio,sedan,prata
12999,2012,acura,tl,excelente,gasolina,120865,alienado,automatico,medio,sedan,prata
12999,2012,acura,tl,excelente,gasolina,120865,alienado,automatico,medio,sedan,prata
12999,2012,acura,tl,excelente,gasolina,120865,alienado,automatico,medio,sedan,prata
13816,2013,acura,tl,desconhecido,gasolina,118065,alienado,automatico,medio,sedan,fantasia
13991,2013,acura,tl,desconhecido,gasolina,114771,alienado,automatico,medio,sedan,fantasia
14995,2012,acura,tl,excelente,gasolina,64998,alienado,automatico,medio,sedan,preto
15000,2013,acura,tl,excelente,gasolina,80000,alienado,manual,grande,sedan,branco
15000,2013,acura,tl,excelente,gasolina,64450,alienado,automatico,medio,sedan,preto
18949,2014,acura,tl,desconhecido,gasolina,73317,restaurado,automatico,medio,sedan,preto
1200,1996,acura,tl 2.5s,bom,gasolina,243000,desconhecido,automatico,medio,sedan,preto
1200,2002,acura,tl 3.2,razoavel,gasolina,279000,desconhecido,automatico,medio,sedan,branco
2450,1999,acura,tl 3.2,excelente,gasolina,295115,desconhecido,automatico,medio,sedan,vermelho
3500,2006,acura,tl 3.2,bom,gasolina,294466,desconhecido,automatico,medio,coupe,prata
3500,1998,acura,tl 3.2,bom,gasolina,129000,desconhecido,automatico,medio,sedan,preto
10995,2006,acura,tl 3.2,seminovo,gasolina,64200,alienado,automatico,medio,sedan,prata
8500,2008,acura,tl 3.2 4dr sedan,excelente,gasolina,66828,sucata,automatico,grande,sedan,cinza
5495,2005,acura,tl 3.2 sedan,bom,gasolina,202398,sucata,automatico,medio,sedan,prata
2490,1996,acura,tl 3.2 touring sedan,bom,gasolina,183519,desconhecido,automatico,medio,sedan,branco
1850,2003,acura,tl 3.2 type s,razoavel,gasolina,305721,desconhecido,automatico,medio,sedan,preto
4000,2005,acura,tl luxury sedan,bom,gasolina,110000,desconhecido,automatico,grande,sedan,azul
9800,2012,acura,tl sh-awd,excelente,gasolina,114000,sucata,automatico,grande,sedan,cinza
12300,2012,acura,tl sh-awd w/tech,excelente,gasolina,98884,alienado,automatico,compacto,sedan,cinza
8700,2010,acura,tl technology,seminovo,gasolina,144200,sucata,automatico,grande,sedan,cinza
4500,2003,acura,tl type s,bom,gasolina,172686,desconhecido,automatico,grande,sedan,preto
4500,2008,acura,tl type s,excelente,gasolina,185000,desconhecido,automatico,medio,sedan,cinza
5800,2007,acura,tl type s,excelente,gasolina,216300,sucata,automatico,medio,coupe,cinza
9995,2007,acura,tl type s,excelente,gasolina,143900,sucata,automatico,medio,sedan,cinza
17600,2008,acura,tl type s,excelente,gasolina,36500,alienado,automatico,grande,sedan,marrom
7000,2008,acura,tl type-s,excelente,gasolina,180400,sucata,automatico,grande,sedan,prata
9900,2008,acura,tl type-s,excelente,gasolina,125000,sucata,automatico,medio,sedan,cinza
3999,2004,acura,tl w/navi,excelente,gasolina,192995,desconhecido,automatico,grande,sedan,cinza
3999,2004,acura,tl w/navi,excelente,gasolina,192995,desconhecido,automatico,grande,sedan,cinza
4999,2004,acura,tl w/navi,excelente,gasolina,192995,sucata,automatico,grande,sedan,cinza
4999,2004,acura,tl w/navi,excelente,gasolina,192995,sucata,automatico,grande,sedan,cinza
4999,2004,acura,tl w/navi,excelente,gasolina,192995,sucata,automatico,grande,sedan,cinza
15000,2007,acura,tl-s,seminovo,gasolina,45800,alienado,automatico,grande,sedan,cinza
2000,2002,acura,tls,bom,gasolina,340000,desconhecido,automatico,medio,sedan,azul
6950,2018,acura,tlx,desconhecido,gasolina,30223,sucata,automatico,compacto,sedan,preto
9950,2020,acura,tlx,desconhecido,gasolina,1,sucata,automatico,compacto,sedan,branco
9950,2020,acura,tlx,desconhecido,gasolina,1,sucata,automatico,compacto,sedan,branco
12995,2016,acura,tlx,seminovo,gasolina,132000,alienado,automatico,grande,sedan,preto
13500,2015,acura,tlx,seminovo,gasolina,155596,alienado,automatico,medio,sedan,marrom
14990,2015,acura,tlx,desconhecido,gasolina,128409,alienado,automatico,compacto,sedan,preto
15941,2015,acura,tlx,desconhecido,gasolina,92127,alienado,automatico,compacto,sedan,fantasia
15988,2015,acura,tlx,desconhecido,gasolina,90033,alienado,automatico,compacto,sedan,prata
16995,2015,acura,tlx,desconhecido,gasolina,49467,alienado,automatico,compacto,sedan,prata
16995,2015,acura,tlx,desconhecido,gasolina,49467,alienado,automatico,compacto,sedan,branco
16998,2015,acura,tlx,desconhecido,gasolina,102196,alienado,automatico,compacto,sedan,branco
16998,2015,acura,tlx,desconhecido,gasolina,102196,alienado,automatico,compacto,sedan,branco
16998,2015,acura,tlx,desconhecido,gasolina,102196,alienado,automatico,compacto,sedan,branco
17777,2015,acura,tlx,desconhecido,gasolina,87656,alienado,automatico,compacto,sedan,marrom
17777,2015,acura,tlx,desconhecido,gasolina,87656,alienado,automatico,compacto,sedan,marrom
17992,2019,acura,tlx,excelente,gasolina,12346,restaurado,automatico,grande,sedan,cinza
18331,2015,acura,tlx,desconhecido,gasolina,73772,restaurado,automatico,compacto,sedan,fantasia
18995,2015,acura,tlx,excelente,gasolina,34844,restaurado,automatico,medio,sedan,preto
18995,2015,acura,tlx,excelente,gasolina,34844,restaurado,automatico,medio,sedan,preto
18995,2015,acura,tlx,excelente,gasolina,34844,restaurado,automatico,medio,sedan,preto
18998,2015,acura,tlx,desconhecido,gasolina,56476,restaurado,automatico,compacto,sedan,branco
18998,2015,acura,tlx,desconhecido,gasolina,56476,restaurado,automatico,compacto,sedan,branco
19777,2016,acura,tlx,desconhecido,gasolina,81083,restaurado,automatico,compacto,sedan,preto
19777,2016,acura,tlx,desconhecido,gasolina,81083,restaurado,automatico,compacto,sedan,preto
19929,2015,acura,tlx,desconhecido,gasolina,62677,restaurado,automatico,compacto,sedan,prata
19985,2019,acura,tlx,desconhecido,gasolina,79495,restaurado,automatico,compacto,sedan,preto
19995,2015,acura,tlx,excelente,gasolina,111750,restaurado,automatico,medio,sedan,prata
20795,2017,acura,tlx,desconhecido,gasolina,36640,restaurado,automatico,compacto,sedan,azul
20895,2016,acura,tlx,desconhecido,gasolina,36068,restaurado,automatico,compacto,sedan,preto
20995,2018,acura,tlx,desconhecido,gasolina,40006,restaurado,automatico,compacto,sedan,branco
21000,2016,acura,tlx,excelente,gasolina,39000,restaurado,automatico,medio,sedan,prata
21895,2017,acura,tlx,desconhecido,gasolina,26810,restaurado,manual,compacto,sedan,vermelho
21990,2016,acura,tlx,desconhecido,gasolina,56526,restaurado,automatico,compacto,sedan,azul
21990,2016,acura,tlx,desconhecido,gasolina,56526,restaurado,automatico,compacto,sedan,azul
21990,2016,acura,tlx,desconhecido,gasolina,56526,restaurado,automatico,compacto,sedan,azul
21990,2016,acura,tlx,desconhecido,gasolina,56526,restaurado,automatico,compacto,sedan,azul
21990,2016,acura,tlx,desconhecido,gasolina,56526,restaurado,automatico,compacto,sedan,azul
21990,2016,acura,tlx,desconhecido,gasolina,56526,restaurado,automatico,compacto,sedan,azul
21990,2016,acura,tlx,desconhecido,gasolina,56526,restaurado,automatico,compacto,sedan,azul
21990,2016,acura,tlx,desconhecido,gasolina,56526,restaurado,automatico,compacto,sedan,azul
21995,2017,acura,tlx,desconhecido,gasolina,36803,restaurado,automatico,compacto,sedan,branco
22120,2017,acura,tlx,desconhecido,gasolina,51246,restaurado,automatico,compacto,sedan,prata
22327,2017,acura,tlx,desconhecido,gasolina,26810,restaurado,manual,compacto,sedan,vermelho
22987,2018,acura,tlx,desconhecido,gasolina,24968,restaurado,automatico,compacto,sedan,fantasia
22990,2015,acura,tlx,desconhecido,gasolina,45940,restaurado,automatico,compacto,sedan,preto
22990,2015,acura,tlx,desconhecido,gasolina,45940,restaurado,automatico,compacto,sedan,preto
22990,2015,acura,tlx,desconhecido,gasolina,45940,restaurado,automatico,compacto,sedan,preto
22990,2015,acura,tlx,desconhecido,gasolina,45940,restaurado,automatico,compacto,sedan,preto
22990,2015,acura,tlx,desconhecido,gasolina,45940,restaurado,automatico,compacto,sedan,preto
22990,2015,acura,tlx,desconhecido,gasolina,45940,restaurado,automatico,compacto,sedan,preto
22990,2015,acura,tlx,desconhecido,gasolina,45940,restaurado,automatico,compacto,sedan,preto
22990,2015,acura,tlx,desconhecido,gasolina,45940,restaurado,automatico,compacto,sedan,preto
22995,2015,acura,tlx,desconhecido,gasolina,32361,restaurado,automatico,compacto,sedan,fantasia
22995,2015,acura,tlx,desconhecido,gasolina,48489,restaurado,automatico,compacto,sedan,preto
22995,2015,acura,tlx,desconhecido,gasolina,48489,restaurado,automatico,compacto,sedan,preto
23990,2018,acura,tlx,desconhecido,gasolina,73430,restaurado,automatico,compacto,sedan,branco
24995,2019,acura,tlx,desconhecido,gasolina,15683,restaurado,automatico,compacto,sedan,cinza
25490,2018,acura,tlx,desconhecido,gasolina,31936,restaurado,automatico,compacto,sedan,branco
25499,2018,acura,tlx,desconhecido,gasolina,27986,restaurado,automatico,compacto,sedan,preto
25555,2018,acura,tlx,desconhecido,gasolina,26442,restaurado,automatico,compacto,sedan,vermelho
25977,2019,acura,tlx,desconhecido,gasolina,18440,restaurado,automatico,compacto,sedan,fantasia
25990,2019,acura,tlx,desconhecido,gasolina,60180,restaurado,automatico,compacto,sedan,branco
25992,2018,acura,tlx,desconhecido,gasolina,16999,restaurado,automatico,compacto,sedan,branco
25995,2018,acura,tlx,desconhecido,gasolina,44277,restaurado,automatico,compacto,sedan,preto
26888,2019,acura,tlx,desconhecido,gasolina,9456,restaurado,automatico,compacto,sedan,cinza
26990,2018,acura,tlx,excelente,gasolina,33000,restaurado,automatico,medio,sedan,preto
27998,2018,acura,tlx,desconhecido,gasolina,13225,restaurado,automatico,compacto,sedan,prata
28000,2018,acura,tlx,excelente,gasolina,55000,restaurado,automatico,compacto,sedan,branco
29995,2018,acura,tlx,desconhecido,gasolina,14274,novo,automatico,compacto,sedan,branco
32611,2019,acura,tlx,desconhecido,gasolina,46981,novo,automatico,compacto,sedan,branco
36500,2020,acura,tlx,seminovo,gasolina,11500,novo,automatico,medio,sedan,azul
23500,2018,acura,tlx 2.4l,excelente,gasolina,39800,restaurado,automatico,medio,sedan,vermelho
23841,2019,acura,tlx 2.4l,seminovo,gasolina,28395,restaurado,automatico,compacto,sedan,preto
28500,2018,acura,tlx 3.5 sedan 4d,excelente,gasolina,39000,restaurado,automatico,grande,sedan,prata
18550,2016,acura,tlx 3.5l tech fwd,excelente,gasolina,65124,restaurado,automatico,medio,sedan,cinza
19500,2015,acura,tlx 3.5l v6,seminovo,gasolina,90000,restaurado,automatico,grande,sedan,azul
25900,2019,acura,tlx 3.5l v6,excelente,gasolina,17739,restaurado,automatico,medio,sedan,cinza
29866,2018,acura,tlx 3.5l v6,excelente,gasolina,49800,novo,automatico,grande,sedan,branco
35995,2018,acura,tlx 3.5l v6,excelente,gasolina,22026,novo,automatico,grande,sedan,preto
35995,2018,acura,tlx 3.5l v6,excelente,gasolina,22026,novo,automatico,grande,sedan,preto
35995,2018,acura,tlx 3.5l v6,excelente,gasolina,22026,novo,automatico,grande,sedan,preto
22795,2016,acura,tlx sedan v6 tech,excelente,gasolina,35161,restaurado,automatico,medio,sedan,branco
10500,2015,acura,tlx technology fwd,excelente,gasolina,140000,alienado,automatico,grande,sedan,marrom
1500,2004,acura,tsx,bom,gasolina,160000,desconhecido,manual,medio,sedan,preto
2000,2009,acura,tsx,seminovo,gasolina,113142,desconhecido,automatico,grande,sedan,preto
2300,2006,acura,tsx,razoavel,gasolina,274000,desconhecido,outro,compacto,sedan,preto
2500,2006,acura,tsx,razoavel,gasolina,184000,desconhecido,automatico,medio,sedan,branco
3000,2006,acura,tsx,bom,gasolina,150000,desconhecido,automatico,medio,sedan,verde
3200,2004,acura,tsx,razoavel,gasolina,230000,desconhecido,automatico,medio,sedan,prata
3250,2005,acura,tsx,bom,gasolina,229000,desconhecido,automatico,grande,sedan,vermelho
3375,2008,acura,tsx,bom,gasolina,233500,desconhecido,automatico,medio,sedan,vermelho
3500,2004,acura,tsx,excelente,gasolina,220000,desconhecido,automatico,medio,sedan,vermelho
3500,2005,acura,tsx,excelente,gasolina,114000,desconhecido,automatico,medio,sedan,prata
3500,2004,acura,tsx,razoavel,gasolina,235000,desconhecido,automatico,grande,sedan,preto
3900,2004,acura,tsx,excelente,gasolina,222490,desconhecido,automatico,medio,sedan,azul
3900,2004,acura,tsx,bom,gasolina,270000,desconhecido,automatico,medio,sedan,preto
4300,2004,acura,tsx,excelente,gasolina,123456,desconhecido,automatico,medio,sedan,cinza
4500,2006,acura,tsx,excelente,gasolina,215576,desconhecido,automatico,compacto,sedan,prata
4500,2006,acura,tsx,excelente,gasolina,116314,desconhecido,automatico,compacto,sedan,vermelho
4500,2009,acura,tsx,seminovo,gasolina,120543,desconhecido,automatico,grande,sedan,preto
4900,2004,acura,tsx,bom,gasolina,159000,sucata,automatico,compacto,sedan,prata
5000,2004,acura,tsx,excelente,gasolina,104000,sucata,automatico,compacto,sedan,branco
5200,2006,acura,tsx,bom,gasolina,123400,sucata,automatico,compacto,sedan,branco
5400,2012,acura,tsx,bom,gasolina,221000,sucata,manual,medio,sedan,prata
5500,2007,acura,tsx,bom,gasolina,216000,sucata,automatico,grande,sedan,prata
5700,2004,acura,tsx,excelente,gasolina,201000,sucata,manual,grande,sedan,vermelho
5900,2005,acura,tsx,bom,gasolina,145233,sucata,automatico,medio,sedan,azul
5995,2006,acura,tsx,bom,gasolina,142971,sucata,automatico,medio,sedan,prata
5995,2008,acura,tsx,desconhecido,gasolina,135691,sucata,automatico,compacto,sedan,branco
5995,2006,acura,tsx,seminovo,gasolina,166692,sucata,automatico,medio,sedan,azul
5999,2004,acura,tsx,excelente,gasolina,121163,sucata,automatico,grande,sedan,preto
5999,2009,acura,tsx,excelente,gasolina,214021,sucata,automatico,grande,sedan,azul
6495,2004,acura,tsx,desconhecido,gasolina,135700,sucata,automatico,compacto,sedan,preto
6495,2004,acura,tsx,desconhecido,gasolina,135700,sucata,automatico,compacto,sedan,preto
6499,2005,acura,tsx,desconhecido,gasolina,159545,sucata,automatico,compacto,sedan,branco
6800,2008,acura,tsx,excelente,gasolina,163234,sucata,automatico,medio,sedan,prata
6800,2009,acura,tsx,bom,gasolina,104000,sucata,automatico,medio,sedan,cinza
6900,2009,acura,tsx,desconhecido,gasolina,86990,sucata,automatico,medio,sedan,branco
6900,2009,acura,tsx,desconhecido,gasolina,86990,sucata,automatico,medio,sedan,branco
6980,2010,acura,tsx,bom,diesel,155173,sucata,automatico,compacto,sedan,preto
6980,2010,acura,tsx,bom,diesel,155173,sucata,automatico,compacto,sedan,preto
6982,2010,acura,tsx,bom,gasolina,159720,sucata,automatico,medio,sedan,prata
6995,2011,acura,tsx,excelente,gasolina,190000,sucata,automatico,grande,wagon,prata
6995,2011,acura,tsx,excelente,gasolina,187127,sucata,automatico,compacto,sedan,cinza
6999,2006,acura,tsx,excelente,gasolina,244405,sucata,automatico,compacto,sedan,preto
6999,2006,acura,tsx,excelente,gasolina,244405,sucata,automatico,compacto,sedan,preto
6999,2010,acura,tsx,excelente,gasolina,173241,sucata,automatico,grande,sedan,cinza
7000,2007,acura,tsx,excelente,gasolina,133915,sucata,automatico,medio,sedan,prata
7299,2010,acura,tsx,bom,gasolina,88000,sucata,automatico,grande,sedan,cinza
7499,2009,acura,tsx,bom,gasolina,127099,sucata,automatico,grande,sedan,preto
7850,2010,acura,tsx,excelente,gasolina,206401,sucata,automatico,compacto,sedan,preto
7990,2009,acura,tsx,desconhecido,gasolina,128764,sucata,automatico,compacto,sedan,preto
7992,2009,acura,tsx,desconhecido,gasolina,133338,sucata,automatico,compacto,sedan,prata
7995,2005,acura,tsx,desconhecido,gasolina,101641,sucata,automatico,grande,sedan,branco
7995,2011,acura,tsx,excelente,gasolina,118,sucata,automatico,medio,sedan,prata
7999,2006,acura,tsx,excelente,gasolina,244405,sucata,automatico,compacto,sedan,preto
7999,2009,acura,tsx,excelente,gasolina,197000,sucata,outro,medio,sedan,cinza
8000,2011,acura,tsx,desconhecido,gasolina,110248,sucata,automatico,grande,sedan,preto
8000,2013,acura,tsx,excelente,gasolina,152000,sucata,automatico,medio,sedan,branco
8200,2012,acura,tsx,excelente,gasolina,134000,sucata,automatico,medio,sedan,prata
8250,2009,acura,tsx,excelente,gasolina,176500,sucata,automatico,medio,sedan,prata
8488,2007,acura,tsx,desconhecido,gasolina,129620,sucata,automatico,compacto,sedan,preto
8488,2007,acura,tsx,desconhecido,gasolina,129620,sucata,automatico,compacto,sedan,preto
8490,2010,acura,tsx,excelente,gasolina,83000,sucata,automatico,medio,sedan,branco
8490,2010,acura,tsx,excelente,gasolina,83000,sucata,automatico,medio,sedan,cinza
8490,2010,acura,tsx,excelente,gasolina,83000,sucata,automatico,medio,sedan,preto
8495,2010,acura,tsx,bom,gasolina,160531,sucata,automatico,medio,sedan,preto
8499,2010,acura,tsx,excelente,gasolina,152740,sucata,automatico,grande,sedan,prata
8499,2010,acura,tsx,excelente,gasolina,152740,sucata,automatico,grande,sedan,prata
8500,2010,acura,tsx,seminovo,gasolina,104075,sucata,automatico,grande,sedan,prata
8611,2008,acura,tsx,desconhecido,gasolina,120244,sucata,automatico,compacto,sedan,preto
8750,2010,acura,tsx,bom,gasolina,74000,sucata,automatico,grande,sedan,cinza
8950,2010,acura,tsx,excelente,gasolina,74000,sucata,automatico,grande,sedan,preto
8952,2011,acura,tsx,desconhecido,gasolina,144373,sucata,automatico,compacto,sedan,cinza
8990,2009,acura,tsx,desconhecido,gasolina,128764,sucata,automatico,compacto,sedan,preto
8990,2009,acura,tsx,desconhecido,gasolina,128764,sucata,automatico,compacto,sedan,preto
9000,2011,acura,tsx,excelente,gasolina,114361,sucata,automatico,grande,sedan,branco
9250,2011,acura,tsx,excelente,gasolina,130000,sucata,automatico,grande,sedan,preto
9450,2010,acura,tsx,excelente,gasolina,123000,sucata,automatico,compacto,sedan,branco
9500,2010,acura,tsx,excelente,gasolina,145020,sucata,automatico,medio,sedan,branco
9590,2009,acura,tsx,desconhecido,gasolina,144172,sucata,automatico,compacto,sedan,azul
9599,2010,acura,tsx,excelente,gasolina,91000,sucata,automatico,medio,sedan,vermelho
9800,2010,acura,tsx,excelente,gasolina,142244,sucata,automatico,grande,sedan,prata
9995,2010,acura,tsx,desconhecido,gasolina,153043,sucata,automatico,compacto,sedan,branco
9995,2010,acura,tsx,desconhecido,gasolina,153043,sucata,automatico,compacto,sedan,azul
9995,2012,acura,tsx,excelente,gasolina,141166,sucata,automatico,grande,wagon,preto
10500,2012,acura,tsx,excelente,gasolina,100000,alienado,automatico,medio,sedan,preto
10881,2012,acura,tsx,desconhecido,gasolina,136508,alienado,automatico,compacto,sedan,vermelho
10931,2014,acura,tsx,desconhecido,gasolina,145766,alienado,automatico,compacto,sedan,preto
10999,2010,acura,tsx,excelente,gasolina,116444,alienado,automatico,compacto,sedan,branco
10999,2010,acura,tsx,excelente,gasolina,116444,alienado,automatico,compacto,sedan,branco
10999,2010,acura,tsx,excelente,gasolina,116444,alienado,automatico,compacto,sedan,branco
11200,2012,acura,tsx,excelente,gasolina,88650,alienado,automatico,grande,wagon,preto
11300,2011,acura,tsx,excelente,gasolina,111530,alienado,automatico,medio,sedan,prata
11481,2012,acura,tsx,desconhecido,gasolina,136508,alienado,automatico,compacto,sedan,vermelho
11495,2012,acura,tsx,bom,gasolina,89000,alienado,automatico,medio,sedan,azul
11980,2007,acura,tsx,desconhecido,gasolina,47753,alienado,automatico,compacto,sedan,prata
11990,2013,acura,tsx,seminovo,gasolina,112460,alienado,automatico,grande,sedan,prata
12990,2014,acura,tsx,excelente,gasolina,105000,alienado,automatico,medio,sedan,preto
12990,2014,acura,tsx,excelente,gasolina,105000,alienado,automatico,medio,sedan,preto
12995,2011,acura,tsx,excelente,gasolina,71741,alienado,automatico,grande,sedan,prata
89000,2011,acura,tsx,excelente,gasolina,110000,novo,automatico,grande,sedan,branco
3000,2012,acura,tsx 2.4,bom,gasolina,136359,desconhecido,automatico,grande,sedan,prata
3000,2012,acura,tsx 2.4,bom,gasolina,136359,desconhecido,automatico,grande,sedan,prata
7750,2006,acura,tsx 2.4,excelente,gasolina,93056,sucata,automatico,medio,sedan,cinza
10990,2010,acura,tsx 2.4l w/tech,excelente,gasolina,104361,alienado,automatico,medio,sedan,branco
3995,2004,acura,tsx navi,excelente,gasolina,228,desconhecido,automatico,medio,sedan,prata
4495,2005,acura,tsx sedan,excelente,gasolina,168039,desconhecido,automatico,medio,sedan,prata
6650,2008,acura,tsx sedan,excelente,gasolina,160223,sucata,automatico,compacto,sedan,cinza
6650,2008,acura,tsx sedan,excelente,gasolina,160223,sucata,automatico,compacto,sedan,cinza
9450,2010,acura,tsx sedan,excelente,gasolina,123000,sucata,automatico,compacto,sedan,branco
13945,2013,acura,tsx sedan 4d,seminovo,gasolina,57189,alienado,automatico,grande,sedan,branco
10800,2010,acura,tsx sport sedan,excelente,gasolina,90000,alienado,automatico,grande,sedan,preto
7500,2012,acura,tsx sport wagon,excelente,gasolina,199368,sucata,automatico,medio,wagon,branco
11900,2011,acura,tsx sport wagon,excelente,gasolina,108492,alienado,automatico,medio,wagon,cinza
12488,2011,acura,tsx sport wagon,desconhecido,gasolina,99288,alienado,automatico,compacto,wagon,cinza
23495,2012,acura,tsx sport wagon,seminovo,gasolina,21350,restaurado,automatico,medio,wagon,prata
8450,2011,acura,tsx tech package,excelente,gasolina,168801,sucata,manual,grande,sedan,preto
5999,2009,acura,tsx w/tech,excelente,gasolina,214021,sucata,automatico,grande,sedan,azul
7500,2009,acura,tsx w/tech,seminovo,gasolina,237522,sucata,automatico,medio,sedan,branco
9800,2011,acura,tsx w/tech,desconhecido,gasolina,145460,sucata,automatico,grande,sedan,branco
